table_0,table_0,table_0,table_0,table_1,table_1,table_1,table_1,table_2,table_2,table_2,table_2,table_3,table_3,table_3,table_3,table_4,table_4,table_4,table_4
0.91,3,-72.08,10,80.05,2,-0.65,11,12.78,5,-6.63,5,-394.89,7,68.34,10,0.79,3,103.02,5
2.07,4,84.24,6,84.42,6,7.65,10,11.99,4,2.78,5,-385.97,6,69.5,11,10.26,2,106.38,8
3.07,5,-72.23,10,77.49,9,4.42,6,11.13,3,9.14,11,-389.8,2,70.5,3,5.01,7,104.25,6
4.07,6,84.23,6,81.44,3,8.92,11,10.39,2,-7.62,4,-391.03,11,71.5,4,5.0,7,104.15,6
5.54,8,-71.76,10,84.91,7,-10.56,11,10.67,3,-7.88,4,-401.22,11,72.97,5,6.78,9,104.03,6
6.82,9,84.03,6,81.8,4,13.13,5,10.33,2,-6.77,5,-392.43,10,74.25,6,3.46,5,104.48,6
8.53,11,-71.32,11,80.74,3,-10.68,11,199.79,2,-9.53,2,-394.65,7,75.96,8,2.18,4,103.64,6
9.38,11,83.18,5,81.29,3,-3.29,9,73.93,6,10.49,2,-384.79,7,76.82,9,10.76,3,105.18,7
10.93,3,-70.64,11,76.42,8,-10.72,11,51.82,4,-3.54,8,-395.1,7,78.36,10,10.91,3,102.94,5
12.2,4,82.9,5,76.38,8,13.02,5,39.17,11,-0.36,2,-388.29,4,79.63,2,12.44,4,106.36,8
13.53,6,-70.57,11,82.25,4,-10.56,11,31.32,3,-9.64,2,-379.08,3,80.96,3,1.55,4,104.05,6
12.33,4,82.37,4,85.56,8,-2.66,9,26.84,9,9.27,11,-387.3,5,81.76,4,3.67,6,104.35,6
11.39,3,-70.31,2,85.16,7,-11.26,11,23.66,6,-6.6,5,-380.03,2,82.82,5,4.1,6,103.65,6
10.18,2,82.11,4,79.56,2,12.96,5,22.06,4,-3.92,8,-380.48,2,83.61,6,7.65,10,105.15,7
9.46,11,-69.83,2,77.67,10,-8.34,4,19.85,2,7.36,9,-377.77,4,84.89,7,9.46,11,102.86,5
8.18,10,81.54,4,74.5,6,-2.63,9,18.66,11,-7.33,5,-384.91,7,85.61,8,5.52,8,106.42,8
7.51,10,-69.21,3,81.28,3,-10.93,11,17.0,9,1.28,3,-394.55,7,86.94,9,0.55,3,104.3,6
6.08,8,80.77,3,76.01,8,11.87,4,15.16,7,-1.3,11,-386.13,6,87.51,10,1.28,3,103.59,6
4.99,7,-68.85,3,76.23,8,-9.28,3,13.29,5,6.84,9,-388.64,3,88.43,10,3.87,6,105.24,7
4.2,6,81.06,3,81.31,3,4.75,7,11.47,3,-6.46,6,-380.22,2,89.63,2,0.34,2,103.1,5
2.49,4,-69.77,2,83.89,6,-13.42,9,10.9,3,-10.71,11,-380.14,2,89.92,2,-0.19,2,105.93,8
1.68,4,81.96,4,79.96,2,-9.18,3,200.6,3,4.76,7,-380.31,2,91.11,3,8.32,10,103.39,5
0.99,3,-69.65,2,83.97,6,5.37,7,73.99,6,6.59,9,-378.6,3,92.42,4,3.51,6,105.54,8
-0.47,2,81.2,3,77.7,10,-12.25,10,51.65,4,-8.81,3,-387.5,4,92.96,5,4.24,6,103.31,5
0.37,2,-69.36,3,82.6,5,-5.72,6,39.87,2,-7.91,4,-378.66,3,93.8,6,8.72,11,105.71,8
1.35,3,81.35,3,85.3,7,-1.77,10,32.38,4,10.06,2,-388.15,4,94.79,7,8.98,11,103.31,5
3.01,5,-68.7,3,86.63,9,3.64,6,27.07,9,-9.86,2,-378.25,4,96.44,8,1.09,3,105.72,8
4.0,6,80.69,3,80.62,3,9.7,2,23.79,6,8.76,11,-388.4,4,97.43,9,3.98,6,103.1,5
5.28,7,-68.41,4,75.78,8,-12.27,10,21.6,4,-9.12,3,-378.7,3,98.71,11,2.47,4,106.2,8
6.29,8,80.42,2,73.25,5,12.6,5,19.11,11,-9.61,2,-389.06,3,99.72,2,0.02,2,103.76,6
6.91,9,-68.8,3,78.63,11,-1.78,10,17.18,9,8.23,10,-384.05,8,100.34,2,11.36,3,104.89,7
8.24,10,81.13,3,74.89,7,-0.48,2,15.01,7,-5.7,6,-391.45,11,101.67,4,0.55,3,103.04,5
8.96,11,-69.41,3,77.02,9,10.12,2,12.89,5,4.33,6,-400.9,11,102.39,4,-0.46,2,106.18,8
10.13,2,81.57,4,75.96,8,2.94,5,12.85,5,-10.06,2,-391.69,10,103.56,6,7.28,9,103.78,6
10.89,3,-69.81,2,82.67,5,11.91,4,12.19,4,-4.62,7,-400.67,11,104.32,6,4.6,7,104.68,7
11.91,4,81.84,4,84.26,6,-12.69,9,11.01,3,-8.99,3,-390.34,2,105.34,7,11.04,3,103.39,5
12.79,5,-69.96,2,86.03,8,3.89,6,200.15,2,9.13,11,-397.81,4,106.22,8,9.79,2,105.47,7
13.48,5,81.66,4,85.36,7,0.45,2,73.37,5,9.05,11,-407.6,4,106.91,9,4.49,6,102.94,5
12.73,5,-69.41,3,78.06,10,-12.05,10,50.9,3,-7.62,4,-400.3,2,108.16,10,8.41,10,106.36,8
11.46,3,81.14,3,76.4,8,-3.01,9,40.07,2,-9.11,3,-390.76,11,108.89,11,4.55,7,104.09,6
10.12,2,-69.47,3,80.28,2,-3.57,8,32.42,4,-8.13,4,-400.5,11,109.55,2,9.44,11,104.11,6
9.17,11,81.53,4,84.29,6,12.91,5,28.73,11,7.93,10,-390.63,11,110.6,3,6.09,8,104.13,6
8.09,10,-69.61,2,77.64,10,13.14,5,24.05,6,-6.14,6,-398.67,3,111.52,4,4.86,7,104.25,6
6.84,9,81.36,3,81.67,4,-1.89,10,20.89,3,10.22,2,-401.19,11,112.27,4,4.59,7,104.0,6
5.77,8,-69.43,3,85.03,7,-3.38,9,19.56,2,-3.73,8,-392.69,9,113.2,5,8.89,11,104.45,6
5.2,7,81.86,4,82.33,4,10.41,2,17.28,9,6.64,9,-393.04,9,114.63,7,7.72,10,103.56,6
4.51,7,-69.56,2,80.61,3,13.37,5,15.73,8,-9.04,3,-388.94,3,115.94,8,7.51,10,105.39,7
3.8,6,81.85,4,82.62,5,10.74,3,14.84,7,-9.93,2,-384.29,8,117.23,9,6.48,8,102.78,5
2.67,5,-69.98,2,76.73,9,-5.3,7,14.38,6,8.77,11,-393.1,9,118.1,10,4.78,7,106.49,8
2.14,4,82.45,4,81.83,4,9.72,2,13.03,5,-10.94,11,-390.16,2,119.57,2,2.78,5,104.17,6
0.43,2,-71.15,11,85.49,7,5.87,8,11.56,4,-9.7,2,-396.31,6,119.86,2,2.82,5,103.95,6
-0.76,11,82.97,5,83.22,5,12.61,5,11.29,3,9.45,11,-401.25,11,120.67,3,8.68,11,104.36,6
-0.33,2,-71.54,10,78.64,11,-2.53,9,10.68,3,-7.08,5,-393.4,9,121.1,3,10.05,2,103.77,6
0.39,2,83.26,5,84.57,7,-0.02,2,10.34,2,1.26,3,-386.49,6,121.82,4,11.54,4,104.9,7
1.13,3,-71.52,10,82.24,4,12.83,5,10.31,2,7.62,10,-385.03,7,122.57,5,10.58,3,103.26,5
2.26,4,83.64,6,82.18,4,-0.07,2,10.16,2,5.73,8,-395.16,7,123.69,6,1.2,3,105.74,8
3.51,6,-71.38,11,83.68,6,-1.78,10,200.14,2,7.64,10,-388.97,3,124.94,7,9.43,11,103.23,5
4.94,7,83.81,6,84.56,7,0.8,3,73.64,6,10.53,3,-382.87,9,126.37,8,10.72,3,105.98,8
5.76,8,-71.99,10,87.19,9,10.48,2,50.75,3,8.65,11,-378.28,4,127.19,9,0.7,3,103.64,6
6.72,9,83.94,6,84.86,7,-5.13,7,38.77,11,-1.94,10,-387.96,4,128.15,10,8.92,11,105.06,7
8.05,10,-71.6,10,79.12,11,11.42,3,32.43,4,-7.08,5,-377.65,4,129.48,11,12.56,5,103.1,5
9.42,11,83.97,6,79.36,11,7.1,9,27.57,10,-4.43,8,-383.79,8,130.85,3,7.61,10,106.09,8
10.38,2,-72.01,10,77.0,9,7.12,9,24.54,7,7.01,9,-388.68,3,131.81,4,2.93,5,103.69,6
11.57,4,84.2,6,75.33,7,5.66,8,21.61,4,7.48,9,-380.18,2,133.0,5,10.31,2,105.13,7
12.56,5,-72.2,10,82.45,4,5.09,7,18.54,11,-8.59,3,-380.05,2,133.99,6,11.99,4,102.94,5
13.61,6,84.25,6,80.77,3,-4.08,8,16.74,9,4.07,6,-381.06,11,135.04,7,12.08,4,106.29,8
13.09,5,-71.77,10,83.72,6,-7.44,5,14.9,7,5.7,8,-373.28,9,136.52,9,4.8,7,103.96,6
11.87,4,83.55,6,77.97,10,11.64,4,14.19,6,3.68,6,-378.61,3,137.3,9,2.64,5,104.45,6
10.74,3,-71.68,10,83.78,6,-6.76,5,13.83,6,10.39,2,-388.05,4,138.17,10,9.79,2,103.7,6
9.6,2,83.54,6,84.78,7,6.0,8,13.17,5,10.29,2,-377.77,4,139.03,11,-0.24,2,105.01,7
8.66,11,-71.48,11,86.51,9,-3.28,9,11.73,4,2.11,4,-385.12,7,140.09,2,7.1,9,102.99,5
7.99,10,83.81,6,83.59,6,-1.68,10,10.33,2,5.35,7,-394.5,7,141.42,3,9.54,2,106.31,8
7.17,9,-71.62,10,76.71,9,12.85,5,199.82,2,-0.58,11,-384.98,7,142.6,5,10.31,2,103.99,6
5.97,8,83.43,5,83.7,6,10.32,2,73.96,6,4.42,6,-393.84,8,143.4,5,-0.33,2,104.58,7
5.12,7,-71.28,11,87.2,9,-1.32,11,50.57,3,10.72,3,-383.9,8,144.55,7,6.25,8,103.6,6
4.0,6,83.16,5,88.2,10,11.81,4,39.87,2,-6.14,6,-389.59,2,145.43,7,9.8,2,105.17,7
3.63,6,-70.53,11,80.26,2,7.59,10,33.44,5,-7.49,5,-390.5,11,147.06,9,10.05,2,102.88,5
3.15,5,83.04,5,81.1,3,4.56,7,28.79,11,-4.46,8,-398.97,3,148.58,11,3.86,6,106.35,8
2.24,4,-70.96,11,75.2,7,7.51,10,24.8,7,-5.39,7,-399.78,2,149.67,2,7.15,9,103.98,6
0.86,3,82.58,5,75.58,8,-9.13,3,21.43,3,8.48,10,-391.41,11,150.29,2,3.38,5,104.65,7
-0.35,2,-70.79,11,77.47,9,8.14,10,19.76,2,-3.41,9,-399.92,2,151.08,3,5.65,8,103.56,6
0.25,2,82.39,4,79.73,2,-12.74,9,17.22,9,-2.81,9,-391.67,10,151.68,4,1.32,3,105.26,7
1.99,4,-69.65,2,83.7,6,9.84,2,15.4,7,-8.05,4,-401.17,11,153.42,5,3.23,5,102.81,5
3.65,6,82.31,4,77.1,9,1.0,3,14.12,6,8.27,10,-393.2,9,155.08,7,4.1,6,106.48,8
4.77,7,-70.19,2,83.08,5,12.73,5,13.77,6,-8.36,4,-388.39,4,156.2,8,9.2,11,104.35,6
5.21,7,81.63,4,86.34,8,-6.42,6,13.29,5,2.96,5,-379.48,3,156.64,9,8.07,10,103.69,6
6.1,8,-69.73,2,88.49,10,-0.67,11,11.87,4,0.21,2,-384.88,7,157.53,10,2.83,5,105.09,7
7.11,9,81.74,4,79.29,11,-0.82,11,11.33,3,-5.2,7,-394.82,7,158.54,11,0.02,2,103.04,5
7.95,10,-69.9,2,82.34,4,4.47,6,10.67,3,-5.47,7,-385.97,6,159.38,11,-0.27,2,106.25,8
9.35,11,82.3,4,77.91,10,5.35,7,10.19,2,1.45,3,-390.07,2,160.78,3,4.66,7,103.98,6
10.39,2,-70.27,2,81.85,4,-10.41,2,200.34,2,-6.64,5,-395.29,7,161.82,4,8.06,10,104.33,6
11.58,4,82.46,4,83.59,6,-6.15,6,73.91,6,8.85,11,-390.56,11,163.01,5,4.32,6,103.68,6
12.72,5,-70.32,2,83.09,5,-11.0,11,51.08,3,9.46,11,-398.23,4,164.15,6,3.23,5,105.14,7
13.55,6,82.15,4,86.04,8,0.65,3,39.57,2,-10.23,2,-405.4,7,164.98,7,9.72,2,102.94,5
12.26,4,-70.44,2,88.13,10,-9.01,3,32.47,4,1.42,3,-403.74,8,165.69,8,9.52,2,106.4,8
11.71,4,82.89,5,79.51,2,-4.0,8,26.75,9,-6.4,6,-413.48,9,167.14,9,11.75,4,104.24,6
10.49,2,-71.11,11,80.98,3,-12.31,10,23.38,5,9.7,2,-403.45,9,167.92,10,3.63,6,104.06,6
9.66,2,83.28,5,75.99,8,11.46,3,21.71,4,2.92,5,-413.77,8,169.09,11,12.28,4,104.12,6
8.81,11,-71.13,11,75.04,7,-1.38,11,19.2,11,7.87,10,-405.37,7,170.24,2,5.25,7,104.22,6
8.22,10,83.55,6,80.09,2,6.61,9,17.82,10,-6.5,6,-404.63,7,171.65,4,6.69,9,103.89,6
6.85,9,-71.91,10,78.16,10,8.14,10,15.8,8,9.77,2,-410.76,11,172.28,4,11.39,3,104.52,7
6.11,8,84.17,6,74.36,6,2.42,4,14.91,7,6.47,8,-417.36,5,173.55,6,0.43,2,103.59,6
4.91,7,-72.37,10,79.58,2,10.99,3,14.2,6,9.57,2,-420.98,11,174.34,6,9.67,2,105.36,7
3.78,6,84.24,6,75.34,7,-12.32,10,12.7,5,-5.67,6,-421.3,11,175.21,7,4.78,7,102.96,5
3.06,5,-71.96,10,72.94,5,8.81,11,12.35,4,3.55,6,-425.2,7,176.49,8,6.47,8,106.17,8
2.63,5,84.53,7,76.2,8,-1.62,10,11.48,3,-9.63,2,-416.38,6,178.06,10,0.95,3,103.79,6
1.48,3,-72.68,9,74.98,7,12.45,4,11.16,3,9.52,2,-426.23,6,178.91,11,10.75,3,104.77,7
0.08,2,84.27,6,81.69,4,10.01,2,10.67,3,-4.86,7,-416.67,5,179.51,2,7.32,9,103.42,5
-0.92,11,-72.27,10,78.82,11,0.78,3,10.17,2,2.82,5,-425.82,6,180.51,3,5.0,7,105.52,8
0.12,2,84.32,6,79.82,2,12.83,5,200.22,2,9.7,2,-415.26,7,181.56,4,4.08,6,103.2,5
1.72,4,-71.73,10,78.84,11,-4.64,7,74.69,7,-7.65,4,-420.13,2,183.15,5,7.99,10,106.0,8
2.74,5,83.75,6,74.41,6,-1.95,10,51.29,3,6.9,9,-413.02,9,184.17,6,10.04,2,103.48,5
4.14,6,-71.36,11,75.61,8,9.43,11,38.24,10,-8.4,4,-403.23,9,185.57,8,4.65,7,105.35,7
5.44,7,83.66,6,73.75,6,10.89,3,32.53,5,-9.38,3,-411.95,10,186.87,9,1.5,4,103.05,5
6.22,8,-71.87,10,78.2,10,13.25,5,27.44,9,1.05,3,-407.62,4,187.65,10,9.64,2,106.25,8
7.13,9,83.78,6,74.13,6,9.66,2,23.16,5,1.47,3,-400.54,11,188.56,11,6.84,9,103.93,6
8.24,10,-71.67,10,78.27,10,-4.82,7,20.31,2,-0.81,11,-391.33,11,189.67,2,7.19,9,104.33,6
9.49,11,83.91,6,74.71,7,13.25,5,18.38,10,10.13,2,-400.55,11,190.92,3,12.41,4,103.9,6
10.51,3,-71.9,10,78.37,10,8.36,10,16.45,8,6.06,8,-391.06,11,191.94,4,6.03,8,104.46,6
11.03,3,83.42,5,75.94,8,-4.44,8,15.65,8,8.37,10,-401.13,11,192.46,4,7.21,9,103.57,6
12.38,4,-71.07,11,78.98,11,11.36,3,14.95,7,6.46,8,-392.47,10,193.81,6,7.58,10,105.26,7
13.07,5,82.77,5,81.86,4,10.14,2,14.09,6,-0.27,2,-395.1,7,194.5,7,6.49,8,102.92,5
12.01,4,-70.83,11,78.82,11,7.4,9,12.96,5,-5.08,7,-388.3,4,195.44,7,8.9,11,106.37,8
11.19,3,83.01,5,79.93,2,11.8,4,11.76,4,6.6,9,-379.4,3,196.62,9,6.29,8,104.03,6
9.96,2,-71.23,11,77.95,10,6.28,8,11.16,3,3.39,5,-387.11,5,197.39,9,1.62,4,104.1,6
9.0,11,83.28,5,73.38,5,4.17,6,10.74,3,-9.27,3,-381.87,10,198.43,10,9.07,11,103.94,6
7.63,10,-71.65,10,79.9,2,0.41,2,200.22,2,7.56,10,-371.32,11,199.06,11,10.38,2,104.61,7
6.01,8,83.03,5,75.1,7,-11.67,10,74.09,6,3.86,6,-377.61,4,199.44,11,-0.04,2,103.28,5
4.33,6,-71.7,10,72.68,5,-2.64,9,51.74,4,6.38,8,-383.41,9,199.76,2,10.87,3,105.77,8
3.74,6,84.12,6,74.34,6,-6.21,6,39.91,2,7.46,9,-385.62,6,201.17,3,4.69,7,103.09,5
2.4,4,-72.45,10,74.81,7,12.3,4,31.8,4,-3.26,9,-393.24,9,167.3,9,-0.57,11,106.0,8
1.42,3,84.47,6,73.76,6,1.18,3,27.41,9,4.84,7,-386.94,5,139.44,11,5.03,7,103.78,6
-0.13,2,-73.02,9,74.31,6,1.95,4,24.68,7,-3.27,9,-381.62,10,115.65,8,3.09,5,104.85,7
0.57,3,84.72,7,72.47,4,-6.95,5,21.36,3,-8.75,3,-371.16,11,96.07,8,4.5,7,103.25,5
2.27,4,-72.02,10,71.7,4,-10.86,11,18.89,11,-3.84,8,-375.69,6,80.76,3,11.16,3,105.78,8
3.47,5,84.22,6,74.77,7,-4.3,8,17.02,9,8.9,11,-366.13,6,67.5,9,3.33,5,103.27,5
4.76,7,-71.92,10,80.22,2,-9.61,2,16.5,9,-8.29,4,-375.7,6,56.55,9,3.5,5,105.86,8
5.66,8,83.82,6,77.42,9,11.13,3,14.94,7,-9.58,2,-365.69,6,47.02,9,7.83,10,103.45,5
6.61,9,-71.86,10,73.58,6,-13.11,9,13.62,6,-2.84,9,-375.48,7,39.14,11,2.93,5,105.4,7
7.82,10,84.06,6,81.83,4,9.12,11,12.7,5,-3.69,8,-364.59,7,32.82,5,1.34,3,103.2,5
9.07,11,-71.81,10,76.39,8,3.8,6,11.65,4,8.45,10,-365.74,6,27.6,10,6.41,8,106.01,8
9.9,2,83.65,6,78.62,11,12.54,5,11.27,3,-10.49,2,-375.92,6,22.83,5,11.73,4,103.46,5
11.45,3,-71.11,11,83.76,6,-12.02,10,10.71,3,-1.62,10,-366.68,5,19.57,2,5.9,8,105.52,8
12.77,5,83.43,5,81.44,3,0.16,2,10.67,3,0.47,2,-374.48,8,16.63,9,9.53,2,103.06,5
13.45,5,-71.74,10,84.89,7,-3.68,8,10.72,3,-10.22,2,-368.89,3,13.55,6,2.48,4,106.08,8
12.73,5,84.01,6,81.38,3,-0.87,11,199.83,2,-9.59,2,-358.94,3,11.56,4,5.45,7,103.71,6
11.69,4,-72.06,10,80.13,2,12.29,4,73.14,5,-7.23,5,-366.47,6,9.59,2,0.93,3,104.84,7
10.5,2,83.87,6,78.59,11,5.47,7,50.05,2,-4.81,7,-375.37,7,10.41,2,6.69,9,103.16,5
9.65,2,-71.72,10,74.29,6,1.75,4,38.42,10,3.09,5,-365.4,7,11.56,4,9.25,11,105.97,8
8.41,10,83.48,5,76.77,9,-5.27,7,32.12,4,9.38,11,-373.87,8,12.32,4,7.6,10,103.46,5
7.42,9,-71.47,11,74.14,6,-9.75,2,26.98,9,-1.24,11,-373.25,9,13.32,5,9.01,11,105.49,7
6.41,8,83.46,5,81.91,4,6.22,8,24.23,6,-1.57,10,-379.03,3,14.32,6,3.99,6,103.04,5
5.27,7,-71.6,10,76.21,8,-12.82,9,21.88,4,-5.5,7,-387.94,4,15.18,7,7.77,10,106.18,8
4.51,7,83.84,6,79.03,11,-0.62,11,19.76,2,-10.32,2,-378.27,4,16.42,8,8.4,10,103.76,6
3.45,5,-71.9,10,83.25,5,1.74,4,16.83,9,-6.91,5,-387.67,4,17.36,9,11.9,4,104.87,7
2.46,4,83.91,6,79.37,11,4.03,6,15.58,8,-4.28,8,-378.03,4,18.37,10,11.02,3,103.17,5
1.27,3,-72.1,10,84.88,7,-9.76,2,14.19,6,9.87,2,-386.33,6,19.18,11,10.68,3,106.03,8
0.38,2,84.22,6,78.59,11,-11.88,10,13.4,5,2.49,4,-387.41,5,20.29,2,2.19,4,103.54,6
-0.53,11,-72.13,10,78.71,11,-13.11,9,12.9,5,9.2,11,-379.53,2,21.37,3,8.14,10,105.16,7
0.66,3,84.33,6,79.18,11,-4.28,8,12.25,4,-9.22,3,-385.13,7,22.57,5,10.32,2,103.03,5
1.51,4,-72.47,10,78.76,11,3.51,6,11.29,3,-6.18,6,-394.71,7,23.42,5,9.75,2,106.21,8
2.22,4,84.18,6,76.3,8,10.84,3,10.48,2,5.67,8,-385.86,6,24.13,6,10.51,3,103.82,6
3.28,5,-72.12,10,76.88,9,-12.95,9,199.71,2,-3.34,9,-391.43,11,25.19,7,6.1,8,104.65,7
4.29,6,84.13,6,82.28,4,9.81,2,73.33,5,9.5,2,-401.12,11,26.2,8,12.02,4,103.32,5
5.19,7,-72.24,10,85.87,8,2.22,4,50.82,3,-6.07,6,-393.13,9,27.09,9,11.82,4,105.61,8
6.02,8,84.07,6,85.78,8,12.8,5,38.7,11,2.32,4,-388.94,3,27.93,10,1.72,4,103.15,5
6.94,9,-72.15,10,78.46,10,-11.74,10,31.68,4,-6.16,6,-383.28,9,28.84,11,10.86,3,105.97,8
7.69,10,83.91,6,75.68,8,-0.96,11,27.13,9,-5.36,7,-382.47,10,29.6,2,1.59,4,103.69,6
8.72,11,-71.87,10,78.73,11,-4.71,7,23.81,6,-2.63,9,-374.41,8,30.63,3,2.06,4,105.13,7
9.63,2,83.78,6,80.91,3,6.18,8,20.55,3,-3.47,9,-368.8,3,31.54,4,10.84,3,103.07,5
11.18,3,-71.23,11,79.12,11,8.8,11,17.96,10,9.32,11,-360.04,2,33.08,5,10.91,3,106.0,8
12.69,5,83.75,6,76.84,9,0.07,2,15.64,8,-7.13,5,-368.25,4,34.6,7,3.85,6,103.8,6
13.85,6,-71.58,10,75.72,8,12.42,4,13.84,6,-2.98,9,-361.86,10,35.76,8,9.27,11,104.76,7
12.45,4,83.18,5,83.45,5,0.19,2,13.29,5,6.67,9,-355.38,7,36.35,8,1.33,3,103.44,5
12.2,4,-70.42,2,83.26,5,0.87,3,12.68,5,4.48,6,-351.79,10,38.11,10,5.26,7,105.44,7
11.25,3,82.47,4,85.98,8,-1.76,10,11.14,3,-10.03,2,-352.05,10,39.16,11,5.08,7,102.86,5
10.88,3,-69.84,2,87.87,10,-5.62,6,199.23,11,-7.77,4,-354.12,8,40.79,3,8.05,10,106.42,8
9.82,2,81.79,4,79.47,11,10.15,2,74.48,6,-9.51,2,-361.64,10,41.73,4,5.91,8,104.27,6
8.28,10,-70.33,2,79.69,2,4.69,7,51.31,3,-9.01,3,-357.48,5,42.18,4,2.09,4,104.02,6
7.16,9,82.21,4,76.17,8,12.49,4,39.66,2,-2.1,10,-350.76,11,43.06,5,5.8,8,104.43,6
6.27,8,-70.1,2,73.58,6,-9.25,3,32.28,4,9.62,2,-341.75,10,44.18,6,2.2,4,103.65,6
5.7,8,82.52,5,80.77,3,0.98,3,27.74,10,0.9,3,-347.24,5,45.6,8,5.71,8,105.2,7
5.02,7,-70.19,2,75.49,7,-12.99,9,23.36,5,5.34,7,-357.27,5,46.93,9,7.55,10,102.99,5
4.09,6,82.26,4,73.77,6,-6.14,6,20.44,2,-4.21,8,-349.7,2,48.0,10,5.11,7,106.26,8
3.57,6,-69.78,2,76.89,9,2.32,4,18.06,10,2.35,4,-342.13,10,49.48,11,6.8,9,103.79,6
2.53,5,81.73,4,73.26,5,0.75,3,16.68,9,0.43,2,-345.42,7,50.43,2,1.92,4,104.69,7
1.5,3,-69.76,2,81.49,3,-12.04,10,15.62,8,-7.19,5,-344.06,8,51.4,3,0.95,3,103.25,5
0.05,2,81.32,3,76.94,9,-4.37,8,13.95,6,-8.89,3,-333.38,9,51.96,4,-0.74,11,105.95,8
-1.14,11,-69.51,2,77.8,10,-3.12,9,13.55,6,4.67,7,-336.56,5,52.77,5,0.69,3,103.57,6
-0.26,2,81.38,3,83.63,6,10.36,2,13.18,5,9.55,2,-333.04,9,53.65,6,11.8,4,105.12,7
1.16,3,-68.97,3,85.6,8,13.42,5,12.19,4,-9.22,3,-332.66,9,55.06,7,10.69,3,103.16,5
2.42,4,81.24,3,87.22,9,11.38,3,11.15,3,3.27,5,-329.6,2,56.33,8,1.45,3,105.91,8
3.16,5,-69.5,2,80.03,2,-5.45,7,199.62,2,5.73,8,-332.39,10,57.06,9,5.55,8,103.4,5
4.58,7,81.92,4,76.55,9,7.21,9,73.51,6,3.76,6,-326.68,5,58.48,10,3.7,6,105.5,8
5.35,7,-70.15,2,73.49,5,5.44,7,50.88,3,10.28,2,-325.86,6,59.26,11,4.63,7,103.14,5
6.27,8,82.06,4,80.98,3,5.5,8,39.21,11,9.06,11,-318.82,3,60.17,2,7.86,10,105.91,8
7.19,9,-70.14,2,75.94,8,-5.12,7,32.98,5,5.67,8,-308.55,3,61.1,3,5.87,8,103.49,5
8.39,10,82.34,4,75.07,7,-4.64,7,27.48,9,-8.4,4,-314.23,8,62.3,4,2.34,4,105.47,7
9.06,11,-70.67,11,79.66,2,6.66,9,24.61,7,8.89,11,-315.72,6,62.97,5,10.45,2,102.89,5
10.24,2,82.84,5,77.99,10,9.28,11,21.7,4,0.37,2,-326.1,6,64.14,6,9.29,11,106.33,8
11.55,4,-70.52,11,74.63,7,2.59,5,19.47,11,-9.78,2,-320.0,2,65.46,7,10.53,3,104.11,6
12.09,4,82.05,4,80.25,2,13.3,5,16.51,9,-8.39,4,-315.17,7,65.99,8,9.22,11,104.26,6
12.86,5,-70.28,2,77.14,9,-12.03,10,15.4,7,-7.94,4,-322.83,9,66.76,9,0.62,3,104.05,6
13.99,6,82.41,4,74.13,6,-4.15,8,15.11,7,1.24,3,-328.82,3,67.89,10,8.21,10,104.43,6
13.32,5,-70.07,2,81.29,3,-4.11,8,14.36,6,-10.84,11,-338.63,3,69.22,11,10.55,3,103.39,5
12.79,5,82.55,5,75.49,7,11.0,3,13.93,6,4.87,7,-333.16,9,70.7,3,12.79,5,105.43,7
12.3,4,-70.04,2,75.95,8,11.6,4,13.79,6,9.14,11,-334.53,7,72.21,4,1.85,4,103.07,5
10.61,3,81.35,3,78.02,10,8.76,11,13.71,6,-9.64,2,-345.22,7,72.51,5,-1.16,11,106.0,8
9.22,11,-69.73,2,81.85,4,6.25,8,11.73,4,-7.2,5,-341.44,11,73.13,5,11.36,3,103.62,6
8.32,10,81.82,4,83.39,5,12.25,4,11.1,3,-6.17,6,-349.89,2,74.22,6,12.16,4,105.1,7
6.9,9,-70.24,2,82.14,4,-0.6,11,10.54,3,3.16,5,-341.35,11,74.8,7,1.3,3,102.88,5
6.11,8,82.46,4,85.83,8,1.84,4,10.62,3,-3.74,8,-350.51,11,76.02,8,9.36,11,106.35,8
5.08,7,-70.49,2,85.59,8,4.31,6,200.75,3,1.35,3,-340.01,2,76.99,9,2.95,5,104.26,6
3.67,6,82.08,4,78.38,10,-10.53,11,72.78,5,-10.06,2,-346.95,5,77.57,10,10.31,2,103.83,6
2.47,4,-70.28,2,75.62,8,-10.95,11,50.17,2,7.73,10,-356.92,5,78.37,10,7.67,10,104.66,7
1.91,4,82.72,5,78.75,11,-10.9,11,38.16,10,-9.18,3,-347.26,5,79.82,2,8.74,11,103.38,5
0.71,3,-70.92,11,80.47,2,-9.42,3,32.27,4,9.25,11,-357.22,5,80.62,3,9.67,2,105.56,8
-0.39,2,82.82,5,78.78,11,-10.05,2,27.35,9,6.03,8,-349.96,2,81.52,4,5.83,8,102.96,5
0.77,3,-70.66,11,74.89,7,-12.83,9,23.73,6,-4.73,7,-340.21,2,82.68,5,7.26,9,106.36,8
1.75,4,82.64,5,75.92,8,-12.69,9,20.71,3,6.44,8,-348.73,3,83.66,6,3.97,6,104.01,6
2.33,4,-71.06,11,75.01,7,1.23,3,18.77,11,9.16,11,-349.47,3,84.24,6,5.3,7,104.16,6
3.5,6,83.23,5,80.33,2,1.1,3,17.6,10,-4.08,8,-342.11,10,85.41,7,1.28,3,104.16,6
