special_table,special_table,special_table,special_table
-379.2,3,6.75,9
-386.75,5,10.61,3
-383.69,8,8.91,11
-387.13,5,9.37,11
-379.67,2,8.88,11
-382.76,9,10.08,2
-378.92,3,2.28,4
-388.21,4,2.44,4
-379.19,3,4.28,6
-387.86,4,4.6,7
-377.66,4,0.99,3
-383.24,9,1.06,3
-383.94,8,6.87,9
-390.01,2,10.33,2
-394.5,7,7.02,9
-384.45,8,5.34,7
-393.63,8,7.42,9
-385.25,7,5.09,7
-394.01,8,1.25,3
-384.25,8,-0.19,2
-392.31,10,0.08,2
-396.26,6,5.14,7
-400.3,2,0.25,2
-390.49,2,11.31,3
-398.27,4,6.79,9
-405.5,7,5.42,7
-402.41,10,3.06,5
-404.78,7,8.77,11
-410.41,2,9.59,2
-419.71,2,8.35,10
-410.6,11,7.62,10
-418.39,4,7.25,9
-412.5,9,5.64,8
-404.1,8,1.73,4
-413.66,8,3.69,6
-405.38,7,8.22,10
-404.57,7,6.38,8
-410.76,11,3.34,5
-418.45,4,6.93,9
-412.29,10,6.46,8
-405.59,6,1.52,4
-402.96,9,11.75,4
-410.9,11,9.52,2
-417.22,5,8.29,10
-422.45,10,5.69,8
-432.11,10,7.83,10
-421.52,10,3.92,6
-426.93,5,0.88,3
-423.82,8,3.22,5
-426.87,5,3.72,6
-423.88,8,11.08,3
-425.48,7,6.27,8
-415.62,6,12.1,4
-423.34,9,-0.13,2
-430.26,2,5.05,7
-431.74,10,7.59,10
-420.95,11,10.71,3
-421.08,11,8.7,11
-421.42,11,1.18,3
-425.02,7,1.67,4
-416.99,5,8.6,11
-424.78,7,12.61,5
-419.03,3,3.01,5
-409.1,3,4.01,6
-415.48,7,6.33,8
-423.57,8,11.16,3
-429.4,3,4.14,6
-437.66,4,11.09,3
-429.23,3,9.37,11
-438.34,4,1.04,3
-428.01,4,10.43,2
-434.82,7,8.13,10
-443.96,8,11.66,4
-435.43,7,0.27,2
-445.27,7,10.28,2
-438.56,3,11.54,4
-428.74,3,7.96,10
-439.16,3,8.2,10
-433.09,9,0.74,3
-429.56,2,7.09,9
-437.28,5,4.98,7
-431.52,10,3.81,6
-422.53,9,11.66,4
-432.72,9,4.53,7
-425.72,6,0.71,3
-416.19,6,10.22,2
-425.46,7,10.18,2
-415.5,7,9.18,11
-422.53,9,7.61,10
-432.35,10,4.46,6
-422.47,10,3.23,5
-432.98,9,6.12,8
-427.43,5,7.27,9
-429.05,3,11.24,3
-438.53,3,11.4,3
-428.68,3,0.35,2
-438.17,4,7.49,9
-427.86,4,3.77,6
-433.0,9,6.75,9
-429.13,3,5.53,8
-438.93,3,11.67,4
-430.6,11,6.17,8
-427.91,4,4.46,6
-433.79,8,2.25,4
-435.8,6,8.73,11
-444.27,8,8.3,10
-434.89,7,6.79,9
-445.34,7,10.79,3
-437.62,4,12.68,5
-429.77,2,-0.33,2
-434.98,7,9.75,2
-445.21,7,8.5,10
-437.67,4,2.32,4
-429.83,2,9.75,2
-434.86,7,6.59,9
-444.81,7,4.3,6
-434.6,7,9.72,2
-444.0,8,10.46,2
-435.67,6,0.03,2
-444.69,7,0.84,3
-434.78,7,1.39,3
-443.39,9,2.52,5
-439.84,2,6.88,9
-440.5,2,5.93,8
-445.87,6,6.98,9
-443.6,8,1.42,3
-437.68,4,3.95,6
-428.87,3,4.75,7
-438.91,3,12.25,4
-431.23,11,9.29,11
-423.58,8,7.48,9
-428.37,4,2.01,4
-436.84,5,1.92,4
-435.26,7,7.4,9
-445.23,7,1.08,3
-439.12,3,0.63,3
-432.6,9,9.54,2
-424.92,7,5.34,7
-418.18,4,9.63,2
-414.46,8,10.77,3
-411.56,10,11.85,4
-411.64,10,1.5,3
-410.92,11,3.07,5
-416.31,6,7.75,10
-426.23,6,2.6,5
-418.92,3,1.4,3
-410.48,2,4.32,6
-419.86,2,10.71,3
-410.58,11,8.77,11
-419.11,3,9.33,11
-409.76,2,5.62,8
-420.21,2,4.43,6
-413.67,8,6.47,8
-405.73,6,2.62,5
-400.81,11,6.02,8
-390.52,11,9.86,2
-399.71,2,0.93,3
-393.18,9,1.65,4
-388.59,3,0.99,3
-380.71,11,3.44,5
-374.26,8,1.68,4
-369.85,2,0.12,2
-361.61,10,0.71,3
-359.29,3,3.52,6
-369.68,2,0.31,2
-361.58,10,4.3,6
-358.37,4,6.96,9
-361.3,11,0.23,2
-361.2,11,6.29,8
-361.79,10,0.4,2
-356.63,5,3.56,6
-346.26,6,0.8,3
-352.98,9,11.09,3
-362.21,10,7.13,9
-354.14,8,3.47,5
-361.61,10,2.46,4
-358.94,3,8.38,10
-365.61,6,10.69,3
-374.5,7,2.57,5
-368.74,3,0.61,3
-359.95,2,9.78,2
-370.05,2,8.33,10
-363.19,9,7.98,10
-352.41,10,5.41,7
-357.66,4,4.31,6
-351.6,10,7.72,10
-348.74,3,10.46,2
-348.83,3,7.62,10
-348.21,4,9.61,2
-353.47,9,7.55,10
-362.85,9,11.06,3
-353.3,9,8.03,10
-362.15,10,3.98,6
-353.48,9,10.32,2
-362.49,10,9.07,11
-353.83,8,2.68,5
-362.97,9,12.74,5
-353.36,9,-0.46,2
-362.59,9,4.54,7
-354.4,8,12.19,4
-359.52,2,10.88,3
-369.14,3,10.23,2
-359.27,3,3.92,6
-368.07,4,4.75,7
-363.34,9,4.24,6
-354.73,7,6.49,8
-358.19,4,0.8,3
-359.15,3,0.31,2
-366.84,5,5.28,7
-373.17,9,7.32,9
-379.16,3,0.41,2
-387.09,5,4.75,7
-380.42,2,2.55,5
-377.83,4,4.89,7
-384.71,7,2.68,5
-394.74,7,-0.38,2
-386.14,6,5.9,8
-389.23,3,6.17,8
-386.15,6,3.49,5
-388.63,3,10.6,3
-381.14,11,6.71,9
-373.08,9,9.39,11
-380.33,2,2.29,4
-379.01,3,8.05,10
-387.74,4,11.45,3
-378.0,4,11.4,3
-386.0,6,9.44,11
-390.66,11,2.18,4
-400.13,2,7.62,10
-391.83,10,4.14,6
-399.85,2,1.84,4
-392.09,10,7.75,10
-397.01,5,11.16,3
-406.46,6,7.43,9
-397.0,5,5.12,7
-405.73,6,7.38,9
-401.14,11,12.47,4
-393.45,9,5.49,7
-386.15,6,3.92,6
-388.29,4,4.02,6
-378.81,3,0.26,2
-387.48,5,-0.59,11
-378.46,4,4.41,6
-388.99,3,10.39,2
-384.23,8,2.72,5
-392.01,10,9.12,11
-397.63,4,-0.1,2
-408.27,4,3.0,5
-406.99,5,5.92,8
-397.11,5,8.22,10
-406.76,5,4.26,6
-395.57,6,0.38,2
-393.63,8,9.27,11
-385.22,7,8.57,11
-394.26,8,0.34,2
-383.69,8,0.67,3
-387.37,5,11.25,3
-378.52,3,7.6,10
-388.27,4,1.5,3
-379.06,3,1.39,3
-387.36,5,11.37,3
-379.87,2,9.46,11
-382.06,10,0.59,3
-373.23,9,11.24,3
-378.47,4,3.48,5
-389.2,3,7.85,10
-386.2,6,11.23,3
-388.5,3,0.91,3
-379.58,2,9.28,11
-384.9,7,4.34,6
-394.6,7,12.27,4
-385.81,6,10.45,2
-391.21,11,7.79,10
-400.73,11,9.2,11
-391.1,11,4.94,7
-401.9,10,1.42,3
-398.74,3,9.88,2
-400.68,11,3.28,5
-390.87,11,3.74,6
-400.27,2,10.82,3
-390.94,11,5.94,8
-399.94,2,2.12,4
-391.81,10,3.85,6
-399.48,3,3.47,5
-394.88,7,8.34,10
-386.21,6,10.19,2
-387.89,4,2.53,5
-376.74,5,7.87,10
-374.78,7,7.97,10
-366.91,5,-0.63,11
-373.03,9,2.31,4
-380.99,11,9.46,11
-373.11,9,2.6,5
-380.37,2,3.66,6
-377.42,5,-0.36,2
-382.87,9,1.16,3
-379.27,3,-0.95,11
-387.73,4,6.62,9
-379.01,3,7.3,9
-388.42,4,11.54,4
-379.06,3,11.79,4
-388.32,4,3.8,6
-379.09,3,2.92,5
-386.94,5,12.64,5
-381.05,11,5.46,7
-372.46,10,1.05,3
-382.83,9,10.58,3
-378.48,4,10.21,2
-387.87,4,2.71,5
-377.73,4,5.55,8
-383.77,8,6.4,8
-388.96,3,5.3,7
-382.95,9,2.58,5
-379.49,3,2.83,5
-385.88,6,3.12,5
-391.16,11,12.66,5
-401.04,11,0.25,2
-391.52,10,7.48,9
-400.5,2,-0.61,11
-391.04,11,10.02,2
-401.6,10,5.43,7
-395.56,6,0.72,3
-392.38,10,9.85,2
-395.77,6,6.98,9
-395.18,7,7.29,9
-389.02,3,5.73,8
-384.62,7,1.97,4
-394.62,7,10.62,3
-386.27,6,0.05,2
-388.14,4,5.28,7
-378.2,4,5.37,7
-387.29,5,3.5,5
-379.26,3,3.68,6
-386.43,6,8.44,10
-385.66,6,4.83,7
-392.09,10,7.23,9
-396.96,5,5.58,8
-405.7,6,0.8,3
-401.91,10,6.25,8
-399.95,2,9.45,11
-391.46,11,10.64,3
-400.46,2,8.64,11
-390.87,11,6.06,8
-400.89,11,10.8,3
-390.4,2,0.5,3
-398.08,4,3.16,5
-406.4,6,3.8,6
-397.16,5,0.39,2
-407.06,5,2.96,5
-396.92,5,6.69,9
-405.77,6,7.71,10
-401.28,11,7.12,9
-394.08,8,1.52,4
-384.14,8,0.35,2
-392.2,10,12.47,4
-397.63,4,2.47,4
-406.92,5,1.72,4
-396.48,6,12.56,5
-402.74,9,1.35,3
-407.98,4,9.07,11
-403.54,8,7.51,10
-413.35,9,8.58,11
-403.09,9,2.81,5
-411.72,10,6.25,8
-410.17,2,3.76,6
-419.73,2,9.41,11
-409.49,3,7.73,10
-418.92,3,-0.59,11
-409.34,3,5.01,7
-417.94,4,10.66,3
-416.88,5,11.28,3
-425.35,7,4.43,6
-415.63,6,6.19,8
-423.28,9,9.6,2
-430.5,2,8.58,11
-429.9,2,5.08,7
-434.08,8,10.82,3
-439.19,3,12.41,4
-432.47,10,0.67,3
-423.27,9,11.26,3
-430.06,2,0.07,2
-433.14,9,4.76,7
-429.18,3,7.18,9
-438.81,3,11.13,3
-430.11,2,0.8,3
-432.8,9,2.96,5
-425.29,7,5.34,7
-415.1,7,11.81,4
-418.77,3,11.5,3
-410.89,11,10.92,3
-416.49,6,4.26,6
-426.31,6,9.8,2
-417.96,4,3.49,5
-416.86,5,11.48,3
-425.65,6,8.4,10
-416.17,6,5.65,8
-425.74,6,0.14,2
-416.1,6,10.14,2
-425.82,6,11.23,3
-415.77,6,8.86,11
-424.36,8,9.05,11
-422.08,10,0.87,3
-430.97,11,5.83,8
-425.68,6,10.16,2
-415.85,6,9.71,2
-424.86,7,8.15,10
-418.35,4,9.23,11
-412.22,10,6.25,8
-405.77,6,9.29,11
-400.64,11,-0.44,2
-390.39,2,1.98,4
-398.25,4,8.43,10
-404.96,7,2.88,5
-408.57,3,-0.11,2
-410.34,2,10.07,2
-419.81,2,1.53,4
-410.56,11,0.02,2
-419.4,3,6.26,8
-409.38,3,9.15,11
-417.38,5,0.75,3
-421.59,10,4.3,6
-427.66,4,1.32,3
-431.27,11,4.08,6
-423.29,9,0.7,3
-430.58,11,9.4,11
-429.09,3,5.53,8
-438.35,4,2.36,4
-428.87,3,2.61,5
-438.5,4,1.16,3
-428.19,4,8.26,10
-436.1,6,1.96,4
-441.31,11,8.56,11
-451.31,11,7.44,9
-442.94,9,1.9,4
-442.76,9,3.91,6
-443.88,8,-0.56,11
-436.06,6,10.65,3
-442.44,10,7.49,9
-447.78,4,6.13,8
-458.23,4,1.92,4
-453.85,8,11.16,3
-463.87,8,2.0,4
-454.89,7,2.94,5
-461.88,10,0.85,3
-461.28,11,6.66,9
-465.54,6,3.36,5
-470.43,2,4.58,7
-462.87,9,6.54,9
-453.6,8,3.66,6
-462.42,10,4.6,7
-456.03,6,3.28,5
-450.62,11,7.58,10
-440.54,11,1.68,4
-446.54,5,9.35,11
-451.02,11,0.45,2
-440.87,11,5.38,7
-450.07,2,12.3,4
-443.35,9,7.6,10
-439.32,3,2.19,4
-433.89,8,7.3,9
-437.12,5,12.16,4
-432.61,9,12.24,4
-424.41,8,6.91,9
-421.22,11,4.15,6
-423.71,8,11.2,3
-428.5,3,7.72,10
-438.77,3,4.99,7
-430.37,2,7.16,9
-430.68,11,10.17,2
-427.79,4,7.73,10
-432.67,9,11.36,3
-425.31,7,5.01,7
-415.64,6,9.39,11
-422.75,9,1.59,4
-433.16,9,-0.12,2
-429.81,2,6.63,9
-435.49,7,5.86,8
-444.14,8,4.71,7
-434.06,8,5.28,7
-438.29,4,1.35,3
-428.02,4,11.7,4
-434.55,7,6.67,9
-443.33,9,8.9,11
-439.11,3,-0.77,11
-432.71,9,8.89,11
-426.09,6,4.96,7
-416.99,5,5.46,7
-424.47,8,7.96,10
-420.57,11,0.14,2
-416.67,5,3.29,5
-426.71,5,7.0,9
-421.26,11,7.07,9
-424.09,8,8.56,11
-425.25,7,1.36,3
-415.62,6,2.81,5
-424.29,8,2.7,5
-422.77,9,12.88,5
-432.82,9,0.05,2
-425.32,7,8.75,11
-415.93,6,7.72,10
-424.62,7,9.08,11
-420.05,2,1.98,4
-412.02,10,2.79,5
-408.48,4,2.86,5
-408.43,4,4.89,7
-408.79,3,4.85,7
-412.64,9,-0.27,2
-403.9,8,7.55,10
-413.95,8,9.73,2
-407.66,4,3.04,5
-400.12,2,5.05,7
-390.99,11,5.79,8
-400.84,11,2.57,5
-391.46,11,8.15,10
-401.34,11,2.93,5
-394.12,8,5.01,7
-384.3,8,5.78,8
-392.86,9,12.11,4
-391.44,11,7.8,10
-400.85,11,0.08,2
-391.48,11,3.87,6
-400.79,11,4.08,6
-391.21,11,4.4,6
-401.1,11,8.78,11
-392.13,10,2.37,4
-396.73,5,8.56,11
-405.12,7,7.86,10
-406.0,6,5.82,8
-399.44,3,7.4,9
-395.21,7,9.83,2
-388.9,3,6.13,8
-383.96,8,6.83,9
-390.14,2,0.21,2
-396.78,5,11.78,4
-404.62,7,3.01,5
-409.86,2,7.61,10
-419.77,2,9.32,11
-410.83,11,0.98,3
-417.09,5,10.67,3
-423.9,8,0.26,2
-425.37,7,4.36,6
-415.61,6,5.96,8
-423.19,9,12.32,4
-431.2,11,5.98,8
-423.68,8,8.41,10
-427.93,4,9.36,11
-433.74,8,7.17,9
-436.38,6,5.72,8
-439.18,3,11.96,4
-433.47,9,8.51,11
-432.79,9,4.06,6
-425.48,7,4.08,6
-415.63,6,0.42,2
-423.63,8,9.55,2
-427.88,4,8.46,10
-433.19,9,10.77,3
-430.26,2,0.16,2
-431.89,10,10.33,2
-421.76,10,12.91,5
-428.51,3,7.52,10
-437.09,5,2.95,5
-432.59,9,11.57,4
-424.48,8,7.95,10
-420.35,2,1.12,3
-414.6,7,8.93,11
-413.53,8,12.58,5
-404.43,8,1.31,3
-411.26,11,5.59,8
-413.76,8,9.23,11
-406.14,6,7.25,9
-398.22,4,10.64,3
-404.88,7,1.15,3
-408.03,4,9.68,2
-404.15,8,-0.17,2
-413.44,9,11.85,4
-404.12,8,7.52,10
-413.38,9,10.12,2
-403.21,9,5.15,7
-411.94,10,4.97,7
-408.95,3,9.3,11
-413.11,9,0.78,3
-402.81,9,8.18,10
-409.37,3,3.62,6
-417.4,5,7.92,10
-421.94,10,1.61,4
-430.26,2,9.7,2
-432.02,10,8.74,11
-422.33,10,4.41,6
-432.36,10,1.15,3
-422.72,9,11.48,3
-432.41,10,0.18,2
-423.91,8,6.2,8
-425.76,6,7.2,9
-415.58,6,0.43,2
-424.17,8,3.02,5
-424.2,8,0.1,2
-423.35,9,9.78,2
-430.14,2,6.98,9
-431.89,10,10.58,3
-421.94,10,6.89,9
-430.59,11,7.63,10
-429.81,2,3.03,5
-434.71,7,5.13,7
-444.87,7,7.99,10
-435.29,7,2.12,4
-444.14,8,11.71,4
-434.8,7,0.59,3
-444.61,7,4.51,7
-434.04,8,-0.23,2
-439.37,3,4.97,7
-435.2,7,-0.66,11
-445.19,7,1.63,4
-437.88,4,10.04,2
-428.93,3,0.36,2
-438.84,3,8.08,10
-430.13,2,6.17,8
-432.67,9,10.93,3
-425.87,6,2.89,5
-416.12,6,2.39,4
-426.13,6,2.36,4
-417.72,4,8.9,11
-418.46,4,6.89,9
-412.68,9,10.04,2
-403.75,8,3.97,6
-413.69,8,10.03,2
-404.32,8,5.19,7
-413.39,9,8.74,11
-403.56,8,8.51,11
-413.73,8,10.41,2
-404.99,7,-0.05,2
-407.29,5,0.24,2
-398.33,4,5.6,8
-404.15,8,0.48,2
-413.53,8,-0.59,11
-404.87,7,6.31,8
-409.31,3,10.98,3
-416.85,5,10.73,3
-425.18,7,7.39,9
-416.71,5,8.71,11
-425.32,7,9.24,11
-416.27,6,8.92,11
-427.03,5,10.87,3
-424.9,7,0.13,2
-416.94,5,5.32,7
-424.62,7,1.06,3
-418.45,4,7.88,10
-412.57,9,1.96,4
-404.17,8,9.8,2
-413.12,9,5.03,7
-403.32,9,10.44,2
-412.61,9,5.33,7
-403.43,9,3.74,6
-413.76,8,10.78,3
-406.02,6,10.4,2
-399.38,3,5.53,8
-395.1,7,8.33,10
-387.83,4,11.03,3
-377.62,4,8.4,10
-383.49,9,10.45,2
-385.2,7,3.84,6
-395.13,7,0.2,2
-388.81,3,10.59,3
-381.81,10,11.08,3
-371.27,11,11.97,4
-375.5,7,1.02,3
-365.55,6,2.75,5
-374.57,7,11.34,3
-368.25,4,0.03,2
-361.57,10,7.01,9
-358.72,3,3.32,5
-364.18,8,8.26,10
-361.44,11,4.29,6
-359.6,2,10.02,2
-369.26,3,7.32,9
-360.3,2,-0.03,2
-369.29,3,3.78,6
-359.43,3,9.4,11
-369.24,3,7.21,9
-358.9,3,7.03,9
-366.53,5,7.53,10
-375.11,7,9.43,11
-366.06,6,9.62,2
-375.61,6,-0.88,11
-366.16,6,12.15,4
-376.91,5,10.76,3
-375.91,6,3.83,6
-367.34,5,5.09,7
-369.72,2,2.29,4
-361.29,11,9.32,11
-360.89,11,10.45,2
-364.42,8,6.04,8
-363.9,8,10.72,3
-358.88,3,2.85,5
-365.91,6,-0.04,2
-376.01,6,4.54,7
-367.75,4,11.18,3
-366.35,6,8.61,11
-375.54,6,11.34,3
-365.99,6,-0.58,11
-375.66,6,8.8,11
-366.52,5,1.28,3
-374.36,8,9.9,2
-369.2,3,0.47,2
-360.31,2,5.08,7
-369.08,3,9.68,2
-360.01,2,0.34,2
-368.88,3,6.09,8
-358.86,3,3.83,6
-366.38,6,6.85,9
-374.83,7,5.82,8
-365.68,6,6.25,8
-374.38,8,9.17,11
-370.08,2,8.67,11
-364.01,8,4.14,6
-359.36,3,6.28,8
-368.62,3,6.2,8
-359.64,2,10.69,3
-369.4,3,1.21,3
-360.07,2,9.1,11
-370.24,2,-0.39,2
-365.62,6,10.25,2
-375.31,7,8.48,10
-365.13,7,10.87,3
-372.09,10,5.17,7
-382.05,10,0.79,3
-373.46,9,-0.87,11
-377.48,5,6.68,9
-383.0,9,8.95,11
-380.66,11,0.16,2
-375.7,6,7.47,9
-365.94,6,11.6,4
-375.45,7,1.45,3
-364.87,7,11.69,4
-368.68,3,11.6,4
-360.03,2,0.37,2
-368.94,3,9.8,2
-359.76,2,12.7,5
-369.95,2,12.94,5
-362.39,10,3.96,6
-352.5,9,8.78,11
-358.55,3,8.77,11
-362.71,9,9.8,2
-353.05,9,11.93,4
-362.53,9,-0.36,2
-353.11,9,6.93,9
-362.98,9,6.88,9
-353.12,9,1.83,4
-362.78,9,2.55,5
-352.98,9,0.56,3
-362.44,10,12.67,5
-353.72,8,9.64,2
-362.63,9,-0.06,2
-352.25,10,8.67,11
-356.1,6,9.87,2
-347.51,4,12.15,4
-356.98,5,5.08,7
-347.66,4,2.72,5
-356.31,6,0.31,2
-346.93,5,-0.06,2
-357.4,5,11.97,4
-350.7,11,8.0,10
-341.59,10,-0.98,11
-349.07,3,2.23,4
-346.61,5,2.27,4
-355.95,6,1.49,3
-347.55,4,10.45,2
-356.24,6,-0.49,2
-347.34,5,11.81,4
-357.64,4,8.11,10
-352.03,10,1.13,3
-353.58,8,6.45,8
-363.33,9,10.1,2
-353.99,8,12.1,4
-362.34,10,2.03,4
-353.54,8,2.8,5
-363.45,9,1.64,4
-354.36,8,12.11,4
-360.68,11,1.18,3
-366.24,6,3.83,6
-375.76,6,4.49,6
-366.5,5,8.97,11
-375.76,6,5.49,7
-365.35,7,10.77,3
-372.88,9,-0.16,2
-381.36,11,7.85,10
-372.11,10,6.24,8
-382.12,10,3.77,6
-372.74,9,6.7,9
-381.93,10,1.67,4
-371.48,11,8.06,10
-377.75,4,9.55,2
-384.55,7,2.58,5
-393.56,8,3.23,5
-386.42,6,11.33,3
-387.18,5,9.99,2
-379.9,2,9.77,2
-382.24,10,10.38,2
-372.85,9,8.33,10
-380.87,11,8.15,10
-374.79,7,0.07,2
-366.55,5,9.79,2
-374.98,7,12.39,4
-367.14,5,5.26,7
-370.89,11,11.93,4
-373.43,9,9.12,11
-377.59,4,8.02,10
-383.15,9,8.06,10
-381.94,10,6.35,8
-371.17,11,10.3,2
-375.26,7,5.75,8
-365.09,7,0.86,3
-371.52,10,3.57,6
-378.93,3,5.21,7
-387.68,4,3.3,5
-377.94,4,6.9,9
-385.78,6,5.03,7
-391.83,10,0.99,3
-398.42,4,10.54,3
-403.76,8,9.41,11
-415.2,7,6.95,9
-419.62,2,3.79,6
-409.91,2,7.23,9
-419.09,3,12.4,4
-409.35,3,2.09,4
-417.04,5,5.32,7
-424.08,8,8.93,11
-424.08,8,1.75,4
-423.52,8,11.66,4
-429.41,3,9.24,11
-437.08,5,3.85,6
-433.93,8,4.22,6
-436.9,5,0.04,2
-434.5,7,8.29,10
-442.69,9,7.13,9
-444.14,8,3.62,6
-434.8,7,0.45,2
-443.69,8,2.95,5
-437.62,4,10.83,3
-429.63,2,6.89,9
-436.76,5,4.23,6
-435.11,7,10.62,3
-444.88,7,8.38,10
-434.84,7,8.95,11
-445.11,7,4.82,7
-436.78,5,-0.71,11
-435.93,6,8.98,11
-443.45,9,10.59,3
-438.79,3,6.7,9
-430.61,11,7.89,10
-428.82,3,8.5,10
-438.92,3,2.03,4
-430.59,11,5.97,8
-427.63,4,7.13,9
-431.29,11,8.11,10
-423.37,9,11.34,3
-430.04,2,8.45,10
-434.21,8,7.39,9
-439.93,2,3.3,5
-440.6,11,2.92,5
-447.32,5,8.52,11
-456.78,5,5.62,8
-446.77,5,1.35,3
-452.33,10,10.45,2
-452.41,10,10.75,3
-452.15,10,9.88,2
-450.08,2,12.31,4
-441.8,10,0.61,3
-450.68,11,3.25,5
-440.17,2,1.43,3
-443.32,9,1.24,3
-439.45,3,7.85,10
-435.52,6,10.89,3
-443.85,8,5.1,7
-436.2,6,4.52,7
-440.7,11,8.15,10
-447.89,4,8.25,10
-457.52,4,3.13,5
-448.14,4,6.72,9
-456.96,5,4.53,7
-447.33,5,8.26,10
-457.22,5,0.45,2
-447.04,5,6.15,8
-455.61,6,9.68,2
-455.69,6,11.95,4
-454.45,8,3.59,6
-463.31,9,4.47,6
-452.75,9,10.96,3
-456.84,5,5.68,8
-447.21,5,2.78,5
-455.46,7,1.87,4
-456.35,6,7.04,9
-449.14,3,3.57,6
-450.14,2,4.74,7
-442.81,9,10.36,2
-444.64,7,-0.23,2
-434.34,8,3.59,6
-441.78,10,4.21,6
-451.45,11,10.74,3
-443.18,9,0.24,2
-440.31,2,9.35,11
-445.77,6,3.32,5
-442.11,10,1.1,3
-449.31,3,6.59,9
-449.55,2,0.02,2
-446.97,5,0.32,2
-454.59,7,10.45,2
-462.36,10,1.26,3
-456.71,5,2.72,5
-447.22,5,11.32,3
-456.46,6,11.5,4
-448.15,4,11.73,4
-457.56,4,3.91,6
-448.88,3,10.92,3
-453.58,8,2.39,4
-462.97,9,1.73,4
-454.43,8,8.56,11
-464.62,7,0.71,3
-460.8,11,9.23,11
-469.58,2,-0.3,2
-459.39,3,2.36,4
-466.25,6,2.09,4
-476.5,6,9.87,2
-466.87,5,2.98,5
-475.41,7,6.57,9
-466.86,5,10.51,3
-476.74,5,10.56,3
-470.23,2,5.12,7
-462.19,10,6.25,8
-458.4,4,10.1,2
-455.44,7,1.67,4
-456.23,6,6.45,8
-449.16,3,-0.73,11
-449.61,2,11.3,3
-446.82,5,0.31,2
-454.02,8,0.13,2
-463.69,8,-0.59,11
-454.02,8,0.06,2
-464.59,7,11.13,3
-460.99,11,3.21,5
-468.18,4,10.97,3
-466.16,6,5.84,8
-475.53,6,4.12,6
-466.57,5,7.29,9
-475.45,7,11.14,3
-467.41,5,2.83,5
-473.63,8,2.71,5
-480.65,11,11.67,4
-480.09,2,5.91,8
-484.87,7,-0.2,2
-493.73,8,2.17,4
-489.15,3,2.52,5
-480.93,11,6.94,9
-477.8,4,11.68,4
-480.61,11,0.24,2
-481.46,11,3.66,6
-474.11,8,6.03,8
-477.16,5,0.84,3
-473.61,8,12.24,4
-480.74,11,7.02,9
-479.71,2,3.62,6
-487.86,4,9.27,11
-480.32,2,5.45,7
-483.38,9,0.88,3
-478.81,3,3.83,6
-487.51,4,5.37,7
-482.32,10,5.06,7
-472.99,9,9.0,11
-482.77,9,10.27,2
-474.17,8,-0.0,2
-477.0,5,8.64,11
-472.05,10,-0.1,2
-478.65,3,10.33,2
-487.76,4,2.87,5
-480.16,2,7.69,10
-486.1,6,10.41,2
-493.93,8,7.15,9
-488.08,4,11.43,3
-478.87,3,11.04,3
-489.2,3,12.26,4
-481.41,11,0.08,2
-474.34,8,0.94,3
-475.65,6,10.34,2
-466.16,6,9.81,2
-476.17,6,3.6,6
-466.6,5,6.67,9
-476.97,5,0.99,3
-472.08,10,9.08,11
-479.54,2,10.66,3
-488.49,4,0.5,2
-478.83,3,0.98,3
-488.0,4,9.38,11
-479.32,3,8.11,10
-488.68,3,6.57,9
-478.69,3,11.16,3
-487.32,5,9.11,11
-484.52,7,0.46,2
-491.99,10,7.2,9
-500.98,11,9.1,11
-490.84,11,1.35,3
-497.55,4,5.95,8
-506.45,6,4.62,7
-500.45,2,1.13,3
-491.79,10,8.19,10
-501.57,10,8.94,11
-492.57,9,4.13,6
-498.77,3,8.08,10
-505.39,7,12.38,4
-509.26,3,11.28,3
-512.01,10,2.31,4
-512.43,10,4.71,7
-509.66,2,8.87,11
-516.56,5,8.7,11
-526.43,6,8.88,11
-515.95,6,2.59,5
-522.76,9,8.0,10
-531.68,10,9.27,11
-524.83,7,7.82,10
-522.77,9,8.85,11
-532.47,10,0.86,3
-522.62,9,10.6,3
-532.76,9,2.22,4
-522.48,10,4.66,7
-530.57,11,11.21,3
-534.46,8,6.16,8
-538.01,4,9.03,11
-530.68,11,4.03,6
-533.15,9,2.64,5
-525.17,7,11.06,3
-519.54,2,2.85,5
-510.23,2,3.8,6
-519.99,2,1.03,3
-510.21,2,1.61,4
-519.72,2,2.84,5
-509.34,3,2.25,4
-513.4,9,12.29,4
-503.45,9,5.92,8
-510.33,2,10.22,2
-520.25,2,2.43,4
-510.53,11,2.85,5
-520.1,2,1.26,3
-509.38,3,10.78,3
-513.35,9,7.96,10
-504.01,8,0.54,3
-513.82,8,11.94,4
-504.43,8,10.43,2
-514.28,8,6.89,9
-505.78,6,4.98,7
-507.06,5,11.73,4
-497.54,4,3.28,5
-507.01,5,9.19,11
-497.37,5,3.32,5
-505.57,6,11.7,4
-508.53,3,2.99,5
-504.87,7,10.19,2
-513.88,8,5.25,7
-503.96,8,5.6,8
-513.37,9,9.92,2
-504.16,8,5.28,7
-514.22,8,7.85,10
-505.5,7,10.85,3
-508.59,3,1.62,4
-505.33,7,0.75,3
-510.24,2,7.09,9
-521.13,11,7.31,9
-517.4,5,11.41,3
-526.32,6,6.63,9
-515.96,6,7.79,10
-523.05,9,9.56,2
-533.25,9,2.68,5
-525.39,7,9.5,11
-518.92,3,3.51,6
-513.16,9,6.22,8
